TIC ID	ExoFOP-TESS	Sectors	Epoch	Period	Duration	Depth	Depth	Rtranister	Rstar	Tmag	Delta Tmag	Group Disposition	Reason for Group Disposition	Group Comments	Disposition (VK)	Comments (VK)	Disposition (LC)	Comments (LC)	Disposition (HDL)	Comments (HDL)	Disposition (MZDF)	Comments (MZDF)	Disposition (Julien)	Comments (Julien)	Disposition (JY)	Comments (JY)	Disposition (AF)	Comments (AF)	Disposition(MAC)	Comments(MAC)	Disposition(RI)	Comments(RI)	Disposition(FG)	Comments(FG)	Disposition(MH)	Comments(MH)
230086768	https://exofop.ipac.caltech.edu/tess/target.php?id=230086768	18	2458797.127	8.857783	2.75	102947	10.29	1.60	0.39	13.4447	2.47														pFP	pEB, pSS at 0.28	PC	pSS, pTD							PC	TD
230087585	https://exofop.ipac.caltech.edu/tess/target.php?id=230087585	20	2458687.074	8.82643	3.47	5680	0.57	1.06	1.56	12.6053	5.61														PC	run-2min, OED, LCMOD, FSCP	PC	FSCP, run-2min, pSS							PC	FSCP
230088370	https://exofop.ipac.caltech.edu/tess/target.php?id=230088370	23	2458695.361	14.00785	5.81	6290	0.63	1.12	1.57	10.1772	5.50														PC		PC	pTD							PC	pVshape
230127302	https://exofop.ipac.caltech.edu/tess/target.php?id=230127302	14,15,16	2458686.565	4.307412	2.21	1075	0.11	0.30	0.88	11.1802	7.42														PC	FSCP, low SNR	PC	FSCP, Low SNR							PC	Low SNR
230127302	https://exofop.ipac.caltech.edu/tess/target.php?id=230127302	14,15,16	2458683.475	5.903194	2.64	907	0.09	0.30	0.88	11.1802	7.61														PC	FSCP, low SNR	PC	FSCP, Low SNR, OED							PC	Low SNR
230127302	https://exofop.ipac.caltech.edu/tess/target.php?id=230127302	14,15,16	2458688.94	18.652357	3.59	1451	0.15	0.30	0.88	11.1802	7.10														PC	FSCP, lowSNR	PC	FSCP, Low SNR, OED							PC	Low SNR
230127302	https://exofop.ipac.caltech.edu/tess/target.php?id=230127302	14,15,16,17,19,20,21,22,23	2458700.72	37.919841	3.55	1396	0.14	0.30	0.88	11.1802	7.14														PC	FSCP, lowSNR	PC	FSCP, Low SNR, OED							PC	Low SNR
230375747	https://exofop.ipac.caltech.edu/tess/target.php?id=230375747	20	2458685.572	2.76339	3.41	13170	1.32	1.50	1.43	12.8079	4.70												PC	short-P, FSCP, pSS in the lightcurve FFI 1844.4	PC	run-2min, FSCP	PC	FSCP, run-2min, pVshape							PC	FSCP,pTD
230377505	https://exofop.ipac.caltech.edu/tess/target.php?id=230377505	20	2458685.483	4.51491	2.83	310	0.03	0.16	0.97	10.486	8.77														PC	FSCP, lowSNR	PC	FSCP, Low SNR							pFP	NT
230386259	https://exofop.ipac.caltech.edu/tess/target.php?id=230386259	23	2458690.607	11.00468	4.94	280	0.03	0.42	2.87	9.6746	8.88														PC	run-2min, LCMOD, OED, lowSNR, FSCP	PC	FSCP, run-2min, Low SNR, OED							FP	CO
230386397	https://exofop.ipac.caltech.edu/tess/target.php?id=230386397	14,15,16,17,18,20,21,22,23	2458690.281	19.509587	5.29	2324	0.23	0.41	0.71	11.2011	6.58														PC	FSCP, 	PC	FSCP, pSS							FP	Low SNR,WE
230387153	https://exofop.ipac.caltech.edu/tess/target.php?id=230387153	14,15,17,18,19,20,21,22,23	2458686.891	41.752412	5.05	959	0.10	0.25	0.91	11.316	7.55														PC	FSCP, lowSNR, OED	PC	FSCP, Low SNR							pFP	NT
230982885	https://exofop.ipac.caltech.edu/tess/target.php?id=230982885	2	2458355.49	2.072761	2.59	13510	1.35	1.11	1.06	9.9696	4.67														PC		PC	pVshape, pTD							CP	WASP-97 b 
231081369	https://exofop.ipac.caltech.edu/tess/target.php?id=231081369	1	2458329.848	7.63227	1.66	6340	0.63	0.00	0.00	11.7349	5.49														pFP	run-2min, LCMOD, pOED, FSOP	PC	FSCP, Low SNR, OED, run-2min, short-P							PC	Vshape
231289421	https://exofop.ipac.caltech.edu/tess/target.php?id=231289421	2,3	2458355.554	3.20659	2.63	4410	0.44	1.38	2.29	11.632	5.89														PC	run-2min, FSCP, 	PC	FSCP, run-2min, pVshape							PC	pTD, Vshape
231663901	https://exofop.ipac.caltech.edu/tess/target.php?id=231663901	1	2458326.009	1.430401	1.64	20453	2.05	1.17	0.86	12.4069	4.22														PC	FSCP	PC	FSCP, pTD, pVshape, short-P							CP	WASP-46 b 
231670397	https://exofop.ipac.caltech.edu/tess/target.php?id=231670397	1	2458327.673	4.087445	5.59	3586	0.36	1.13	2.07	9.8638	6.11														PC	FSOP	PC	FSCP, pVshape							CP	WASP-73 b 
231702397	https://exofop.ipac.caltech.edu/tess/target.php?id=231702397	1	2458329.121	5.077677	1.16	6502	0.65	0.21	0.29	13.084	5.47														PC	FSCP	PC	FSCP, OED							CP	TOI-122 b 
231728511	https://exofop.ipac.caltech.edu/tess/target.php?id=231728511	4,5,6	2458411.154	0.520662	0.59	639	0.06	0.23	1.00	11.4966	7.99														PC	OED	PC	FSCP, pVshape, OED, Low SNR, short-P							pFP	NT, stair like light curve, short-p
231736113	https://exofop.ipac.caltech.edu/tess/target.php?id=231736113	4,5,6	2458414.606	10.57567	4.09	5180	0.52	0.83	1.27	11.4266	5.71					PC	WE in S4								PC	run-2min, FSCP	PC	run-2min, FSCP							PC	ODD transit,FSCP
231912935	https://exofop.ipac.caltech.edu/tess/target.php?id=231912935	1,2	2458334.391	26.296721	2.69	1089	0.11	0.31	1.02	10.5011	7.41														PC	FSOP, LCMOD	PC	Low SNR, OED							PC	missing 1, missing Centroid, Low SNR
232025086	https://exofop.ipac.caltech.edu/tess/target.php?id=232025086	5,6	2458439.502	5.90215	3.55	225	0.02	0.20	1.42	8.7542	9.12														PC	FSCP, LCMOD	PC	FSCP, Low SNR and pSS on sector 5							PC	Low SNR
232038798	https://exofop.ipac.caltech.edu/tess/target.php?id=232038798	6,7	2458471.25	4.15323	2.00	20576	2.06	1.10	0.78	11.3187	4.22														PC	run-2min, FSOP	PC	FSCP, run-2min, pTD							CP	WASP-168 b, pTD
232540264	https://exofop.ipac.caltech.edu/tess/target.php?id=232540264	14,15,16	2458687.651	15.923849	4.28	648	0.06	0.25	1.08	8.4724	7.97														PC	FSCP	PC	FSCP							FP	missin 16,  CO
232612416	https://exofop.ipac.caltech.edu/tess/target.php?id=232612416	14,15,16,17,18,19	2458687.121	4.360136	2.24	5547	0.55	0.59	0.87	11.1153	5.64														PC	FSOP	PC	Good							PC	missing FFI 14, all 2 min
232635922	https://exofop.ipac.caltech.edu/tess/target.php?id=232635922	14,15,16,18,19	2458683.922	5.985568	1.57	2722	0.27	0.20	0.42	12.7963	6.41														PC	FSCP, OED, LCMOD, lowSNR	PC 	FSCP, pSS, Low SNR, NT sector 15, OED							FP	CO, Low SNR
232641326	https://exofop.ipac.caltech.edu/tess/target.php?id=232641326	20	2458684.761	17.86825	5.57	11010	1.10	1.71	1.64	11.5816	4.90														PC	run-2min, FSOP	PC	pSS, run-2min							PC	pLCMOD
232650365	https://exofop.ipac.caltech.edu/tess/target.php?id=232650365	14,15,16,19	2458684.786	2.525267	0.87	1425	0.14	0.14	0.41	11.9589	7.12														PC	FSCP, lowSNR	PC	FSCP, Low SNR, short-P							pFP	missing 2min 16,NT
232679662	https://exofop.ipac.caltech.edu/tess/target.php?id=232679662	15	2458687.799	7.85021	7.04	14710	1.47	0.00	0.00	9.987001	4.58														pFP	run-2min, pSS, pEB, FSCP	pFP	FSCP, pEB, run-2min, pSS							PC	FSCP
232967440	https://exofop.ipac.caltech.edu/tess/target.php?id=232967440	14,15	2458688.715	7.06456	2.52	7869	0.79	0.81	0.96	10.2938	5.26														PC	FSOP	PC	pTD							PC	pVshape
232967666	https://exofop.ipac.caltech.edu/tess/target.php?id=232967666	19	2458689.116	15.196	1.79	1970	0.20	0.44	1.14	10.3874	6.76																No PDF	No PDF							noPDF	noPDF
232971294	https://exofop.ipac.caltech.edu/tess/target.php?id=232971294	14,15	2458689.659	6.391213	4.50	420	0.04	0.25	1.32	9.6635	8.44														PC	FSOP, lowSNR	PC	FSCP, Low SNR, pVshape							PC	Missing 2min 14
232976128	https://exofop.ipac.caltech.edu/tess/target.php?id=232976128	14,15	2458694.382	13.078807	3.09	1032	0.10	0.29	1.00	10.2108	7.47														PC	FSOP, LCMOD	PC	FSCP, OED, UC sector 15							PC	pVshape
232982558	https://exofop.ipac.caltech.edu/tess/target.php?id=232982558	23	2458703.478	27.64304	5.20	380	0.04	0.31	1.62	9.98671	8.55														PC	FSCP, LCMOD, lowSNR	PC	FSCP, Low SNR, TFP, OED							FP	Flare? NT
232982938	https://exofop.ipac.caltech.edu/tess/target.php?id=232982938	20	2458690.733	9.09422	4.53	2930	0.29	0.78	1.56	11.1315	6.33														PC	run-2min, FSCP	PC	run-2min, FSCP, pVshape							PC	Vshape
233009109	https://exofop.ipac.caltech.edu/tess/target.php?id=233009109	15,16,17,18,19	2458717.006	14.446534	6.05	251	0.03	0.28	1.95	8.57502	9.00														PC	FSCP, lowSNR, LCMOD, OED	PC	FSCP, UC, OED							PC	2 min missing 14,15,17,18
233047097	https://exofop.ipac.caltech.edu/tess/target.php?id=233047097	20	2458692.243	11.30916	1.92	12830	1.28	1.50	1.25	12.9417	4.73														PC	run-2min, LCMOD, lowSNR, FSCP	PC	FSCP, Low SNR, run-2min							PC	pTD
233059608	https://exofop.ipac.caltech.edu/tess/target.php?id=233059608	14	2458683.643	1.441504	0.93	547	0.05	0.34	1.58	6.895	8.15														PC	FSCP, lowSNR	PC	FSCP, Low SNR, OED, short-P							pFP	NT
233071822	https://exofop.ipac.caltech.edu/tess/target.php?id=233071822	14,15,16,17,18,19	2458684.973	2.754667	0.85	405	0.04	0.13	0.70	10.4302	8.48														PC	FSOP, lowSNR, OED, LCMOD	PC	FSCP, short-P, Low SNR in sectors 14, 15, 16, 17 and 18							pFP	NT
233071926	https://exofop.ipac.caltech.edu/tess/target.php?id=233071926	14,15,16,17,18,19	2458684.234	1.831811	1.45	384	0.04	0.15	0.77	10.5657	8.54														PC	FSCP, lowSNR, LCMOD	PC	FSCP, pVshape, OED, short-P							pFP	NT
233078665	https://exofop.ipac.caltech.edu/tess/target.php?id=233078665	20	2458687.696	6.48257	2.20	4470	0.45	1.06	1.73	12.8182	5.87														PC	run-2min, FSCP, pVshape, OED, LCMOD, lowSNR	PC	FSCP, run-2min, OED							PC	OED
233087860	https://exofop.ipac.caltech.edu/tess/target.php?id=233087860	14,15,16,17,18,19	2458684.36	5.74842	1.68	840	0.08	0.21	0.69	9.9469	7.69														PC	FSCP	PC	FSCP							PC	2 min missing 14,15,16,17,18, Low SNR
233120979	https://exofop.ipac.caltech.edu/tess/target.php?id=233120979	14,15,16,18,19,20,21,22,23	2458685.829	5.963064	3.19	9905	0.99	0.89	0.94	10.6479	5.01														PC	FSOP	PC	FSCP, pTD, OED, pVshape							PC	Vshape
233182695	https://exofop.ipac.caltech.edu/tess/target.php?id=233182695	14,15,16,21,22	2458684.427	6.384144	1.93	338	0.03	0.19	1.16	9.74428	8.68														PC	FSOP, lowSNR, LCMOD	PC	FSCP, Low SNR							FP	Low SNR, LCMOD, CO
233211762	https://exofop.ipac.caltech.edu/tess/target.php?id=233211762	14,15,16,17,18	2458683.687	1.121917	0.95	5908	0.59	0.71	0.62	12.0623	5.57														PC	LCMOD	PC	pSS, pVshape, pTD, short-P							pFP	NT
233390838	https://exofop.ipac.caltech.edu/tess/target.php?id=233390838	15,16	2458685.813	6.44758	2.58	11197	1.12	1.75	1.73	9.53591	4.88														pFP	pEB, pSS	pFP	pEB, pTD							pSS	OED
233497719	https://exofop.ipac.caltech.edu/tess/target.php?id=233497719	20	2458686.495	3.80159	2.77	18830	1.88	1.28	1.01	12.8746	4.31												PC	FSOP	PC	run-2min, FSOP	PC	FSCP, pVshape, OED, run-2min							PC	Vshape, pTD
233503636	https://exofop.ipac.caltech.edu/tess/target.php?id=233503636	14,15,16,18,19,20,21,22,24	2458685.822	3.40612	1.71	1740	0.17	0.77	1.67	11.5906	6.90														pFP	FSCP, lowSNR, NT	pFP	NT, Low SNR							PC	NO 2 min,pCO
233541860	https://exofop.ipac.caltech.edu/tess/target.php?id=233541860	14,15,16,17	2458683.602	0.26665	0.98	304	0.03	0.11	0.63	9.9592	8.79														pFP	FSCP, UC, pOED, pVshape	PC	FSCP, pVshape, short-P							pFP	NT,LCMOD
233602827	https://exofop.ipac.caltech.edu/tess/target.php?id=233602827	14,15,16,17,18,19	2458685.936	4.489235	1.88	1384	0.14	0.19	0.56	12.2574	7.15														PC	FSCP, lowSNR	PC	FSCP, Low SNR							FP	CO, Low SNR,14,15,16,17, 19 missing
233602827	https://exofop.ipac.caltech.edu/tess/target.php?id=233602827	14,15,16,17,18,19	2458688.773	9.046152	1.77	1993	0.20	0.19	0.56	12.2574	6.75														PC	FSCP, OED. LCMOD, lowSNR	PC	FSCP, Low SNR							FP	CO, Low SNR,14,15,16,17, 19 missing
233617847	https://exofop.ipac.caltech.edu/tess/target.php?id=233617847	14,15,16	2458683.965	15.516857	5.86	925	0.09	0.27	1.00	9.601	7.58														PC	FSCP	PC	FSCP							noPDF	noPDF
233633993	https://exofop.ipac.caltech.edu/tess/target.php?id=233633993	14,15,16,17,19,20,21,22,23	2458695.869	17.968878	3.96	1244	0.12	0.25	0.77	11.8737	7.26														PC	FSCP, low SNR, LCMOD	PC	FSCP							FP	CO, NT
233681149	https://exofop.ipac.caltech.edu/tess/target.php?id=233681149	14,15,16,17,18	2458683.69	8.587467	5.15	1905	0.19	0.48	0.99	10.8037	6.80														PC	FSCP	PC	FSCP							noPDF	noPDF
233684293	https://exofop.ipac.caltech.edu/tess/target.php?id=233684293	21	2458688.998	48.47912	8.09	320	0.03	0.40	2.47	9.05769	8.74																no PDF	no PDF							noPDF	noPDF
233684822	https://exofop.ipac.caltech.edu/tess/target.php?id=233684822	23	2458685.504	4.67558	2.09	680	0.07	0.36	1.45	9.89947	7.92														FP	run-2min, OED, LCMOD, FSCP	pFP	FSCP, NT, run-2min							pFP	pCO,FSCP
233720539	https://exofop.ipac.caltech.edu/tess/target.php?id=233720539	22	2458684.291	2.55532	5.16	6690	0.67	1.84	2.48	10.8946	5.44														pFP	run-2min, LCMOD, pSS, FSOP	pFP	pEB, pVshape, FSCP, run-2-min							FP	LCMOD
233721037	https://exofop.ipac.caltech.edu/tess/target.php?id=233721037	14,15,16,17,19,20,21,22,23	2458715.325	230.929359	15.80	282	0.03	0.34	2.12	8.80613	8.87															run-2min, FSCP	no PDF	no PDF							noPDF	noPDF
233735068	https://exofop.ipac.caltech.edu/tess/target.php?id=233735068	14,15,16,17	2458683.635	7.68666	4.41	3667	0.37	1.92	3.22	10.0194	6.09														pFP	FSCP, pSS, pEB	pFP	pEB							PC	Vshape 
233951353	https://exofop.ipac.caltech.edu/tess/target.php?id=233951353	14,15,16	2458695.414	22.095791	5.57	486	0.05	0.25	1.24	9.48477	8.28														PC	FSCP, low SNR, LCMOD	PC 	FSCP, Low SNR							PC	Vshape
233953967	https://exofop.ipac.caltech.edu/tess/target.php?id=233953967	14,15,16	2458687.835	5.54019	7.16	2560	0.26	1.53	3.39	10.3589	6.48														PC	run-2min, FSCP, OED	PC 	FSCP, pVshape, run-2min, OED					PC	Low SNR	PC	Vshape
233964642	https://exofop.ipac.caltech.edu/tess/target.php?id=233964642	2	2458325.446	17.91563	1.97	62574	6.26	3.93	1.60	9.5498	3.01														pFP	Too large	PC	pSS, pTD, OED							pFP	TD
234112540	https://exofop.ipac.caltech.edu/tess/target.php?id=234112540	6	2458470.418	4.037678	2.47	16014	1.60	1.37	1.19	13.4831	4.49														PC	FSCP, OED	PC	FSCP, pVshape, pTD							CP	pCO,CoRoT-5 b 
234345288	https://exofop.ipac.caltech.edu/tess/target.php?id=234345288	1,2,13	2458343.337	23.519835	3.49	1445	0.14	0.24	0.71	9.7806	7.10														PC	FSOP	PC	FSCP, pSS sector 1							PC	Low SNR, sharp transit, missing 13 
234519192	https://exofop.ipac.caltech.edu/tess/target.php?id=234519192	2	2458354.307	1.163088	1.81	595	0.06	1.58	4.18	8.0674	8.06														PC	FSOP	PC	FSCP, pSS, pVshape, short-P, UC							FP	NT, CO
234523599	https://exofop.ipac.caltech.edu/tess/target.php?id=234523599	1,2	2458325.65	3.795609	2.04	55371	5.54	2.12	1.00	14.1266	3.14														PC		PC	pTD							CP	HATS-71 b 
234825296	https://exofop.ipac.caltech.edu/tess/target.php?id=234825296	6	2458473.382	9.246063	2.41	13679	1.37	1.16	1.02	13.8786	4.66														PC	FSOP	PC	FSCP							CP	CoRoT-20 b, CoRoT-20 c 
234994474	https://exofop.ipac.caltech.edu/tess/target.php?id=234994474	1	2458326.033	1.401461	1.26	566	0.06	0.14	0.60	9.22978	8.12														PC	FSOP	PC	FSCP, pVshape, OED, short-P							CP	L 168-9 b 
235037761	https://exofop.ipac.caltech.edu/tess/target.php?id=235037761	1	2458326.069	6.240662	1.57	9113	0.91	1.13	0.90	9.8567	5.10														PC	FSOP, pVshape	PC	FSCP, pTD, pSS							pFP	pCO
235678745	https://exofop.ipac.caltech.edu/tess/target.php?id=235678745	14,15,16,17,18,19,20,21,22,23	2458692.802	17.664629	2.69	776	0.08	0.12	0.46	11.0788	7.78														PC	FSOP, lowSNR, LCMOD	PC	FSCP, TFP, UC, Low SNR, OED								
235678745	https://exofop.ipac.caltech.edu/tess/target.php?id=235678745	14,15,16,17,18,19,20,21,22,23	2458704.28	28.175452	4.42	856	0.09	0.12	0.46	11.0788	7.67														pFP	FSOP, lowSNR, LCMOD,	PC	FSCP, TFP, UC, Low SNR, OED								
235683377	https://exofop.ipac.caltech.edu/tess/target.php?id=235683377	14,15,16	2458683.453	0.409056	0.68	1271	0.13	0.10	0.31	12.4934	7.24														pFP	FSCP, pSS, UC	PC	FSCP, pVshape, pSS on sector 16, short-P								
235905185	https://exofop.ipac.caltech.edu/tess/target.php?id=235905185	23	2458933.077	6.29082	3.23	22513	2.25	1.41	1.02	12.8784	4.12														PC	FSCP	PC	FSCP, pVshape, pTD							pFP	Vshape, CO
235937532	https://exofop.ipac.caltech.edu/tess/target.php?id=235937532	24	2458793.798	3.73213	5.36	3360	0.34	1.46	2.80	10.5352	6.18														pFP	run-2min, LCMOD, FSOP	pFP	FSCP, run-2min, pEB, pVshape, pSS							PC	LCMOD,Vshape
236312126	https://exofop.ipac.caltech.edu/tess/target.php?id=236312126	24	2458956.523	3.941418	2.96	19860	1.99	1.17	0.92	10.5484	4.26														PC		PC	pVshape, pTD							CP	XO-1 b 
236387002	https://exofop.ipac.caltech.edu/tess/target.php?id=236387002	25	2458958.678	7.20084	1.87	52370	5.24	1.01	0.50	10.3978	3.20														PC		PC	pSS, pTD							noPDF	noPDF
236445129	https://exofop.ipac.caltech.edu/tess/target.php?id=236445129	15	2458711.396	0.968995	2.47	13393	1.34	1.49	1.41	11.4373	4.68														PC	FSCP, pOcc	PC	pEB, pOcc, pVshape, pTD, short-P							CP	KELT-16 b 
236714379	https://exofop.ipac.caltech.edu/tess/target.php?id=236714379	14,15,16,17,18	2458683.748	1.018003	1.36	2913	0.29	0.86	1.09	10.794	6.34														PC	FSCP, pVshape	PC	FSCP, pVshape							noPDF	noPDF
236815160	https://exofop.ipac.caltech.edu/tess/target.php?id=236815160	14,15,16,17,18,19	2458684.388	2.53463	1.99	5330	0.53	0.00	0.00	10.7967	5.68														pFP	FSCP, pSS, pOED	PC	pSS, OED, run-2min							PC	LCMOD,FSCP
236887394	https://exofop.ipac.caltech.edu/tess/target.php?id=236887394	17	2458766.007	1.420035	1.62	24055	2.41	1.11	0.77	11.8478	4.05														PC	FSOP	PC	FSCP, pVshape, pTD							CP	TD,Qatar-1 b 
237071229	https://exofop.ipac.caltech.edu/tess/target.php?id=237071229	24	2458717.601	11.24886	2.99	1390	0.14	0.49	1.48	10.4719	7.14														PC	FSCP, LCMOD	PC 	FSCP, Low SNR, run-2min							PC	Low SNR
237086564	https://exofop.ipac.caltech.edu/tess/target.php?id=237086564	17	2458766.255	1.871529	1.64	1110	0.11	0.22	0.75	11.0278	7.39														PC	FSOP	PC	FSCP, pVshape							PC	Low SNR
237099296	https://exofop.ipac.caltech.edu/tess/target.php?id=237099296	14,16,17,18,19	2458688.827	11.337809	2.92	1094	0.11	0.23	0.77	11.7077	7.40														PC	lowSNR	PC	pSS sector 14 and 18, Low SNR sector 16 and 17							PC	Low SNR
237104103	https://exofop.ipac.caltech.edu/tess/target.php?id=237104103	14,15,16,17,18,19	2458684.58	4.53715	3.91	4510	0.45	0.91	1.49	10.9585	5.86														PC	run-2min, 	PC	pVshape, OED, missing PDF for sector 14, 15, 16, 17,18							PC	Vshape, missing 14,15,16,17,19
237108272	https://exofop.ipac.caltech.edu/tess/target.php?id=237108272	22	2458688.289	22.7873	5.33	410	0.04	0.22	1.16	9.303001	8.47														pFP	LCMOD, lowSNR	pFP	NT, TFP, UC, OED							noPDF	noPDF
237184773	https://exofop.ipac.caltech.edu/tess/target.php?id=237184773	14	2458684.086	6.50543	5.29	2190	0.22	0.88	2.07	7.4	6.65														PC	run-2min, FSCP	PC	FSCP, run-2min, pSS, pVshape							PC	VShape
237185205	https://exofop.ipac.caltech.edu/tess/target.php?id=237185205	14	2458686.196	5.25554	3.11	1040	0.10	0.64	2.21	9.7831	7.46														pFP	run-2min, lowSNR, LCMOD, FSCP	pFP	FSCP, UC, run-2min, pCO							FP	CO, FSCP
237200747	https://exofop.ipac.caltech.edu/tess/target.php?id=237200747	15	2458715.659	14.304155	3.25	44911	4.49	1.56	0.83	11.463	3.37														pFP	pSS at 0.45, pEB	PC	pSS, pTD							PC	Vshape,TD
237222864	https://exofop.ipac.caltech.edu/tess/target.php?id=237222864	14,15,16,17,19	2458691.654	10.288882	1.54	853	0.09	0.24	0.87	9.1416	7.67														PC	FSOP	PC	FSCP							noPDF	noPDF
237232044	https://exofop.ipac.caltech.edu/tess/target.php?id=237232044	14,16,17,18	2458693.26	23.5352	4.73	800	0.08	0.26	0.75	9.9377	7.74														PC	FSOP	PC	FSCP, Low SNR, TFP, OED							?	No centroid
237751146	https://exofop.ipac.caltech.edu/tess/target.php?id=237751146	6	2458469.915	1.669965	2.73	26095	2.61	0.53	0.34	14.1477	3.96														pFP	FSCP, pSS, pVshape	PC	FSCP, pVshape, short-P							FP	LCMOD, CO,TD
237808867	https://exofop.ipac.caltech.edu/tess/target.php?id=237808867	6	2458468.865	0.56708	1.25	980	0.10	2.67	9.78	9.792	7.52														FP	run-2min, CO, LCMOD, OED, FSCP	PC	FSCP, run-2min, Low SNR, OED, short-P							pFP	FSCP
237914496	https://exofop.ipac.caltech.edu/tess/target.php?id=237914496	1,2,3,4	2458326.818	3.568089	1.41	1012	0.10	0.19	0.65	11.8371	7.49														PC	FSCP, lowSNR	PC	FSCP, Low SNR							PC	Low SNR,1,2,3 missing
237920046	https://exofop.ipac.caltech.edu/tess/target.php?id=237920046	1,2,3,4	2458326.217	5.931348	2.42	1091	0.11	0.16	0.54	12.1249	7.41														PC	FSCP, lowSNR	PC	FSCP, Low SNR							noPDF	noPDF
237924601	https://exofop.ipac.caltech.edu/tess/target.php?id=237924601	2,3	2458354.72	1.002192	0.63	1892	0.19	0.35	0.87	11.7497	6.81														pFP	FSCP, LCMOD, pSS	pFP	FSCP, pEB, pSS, short-P							PC	Low SNR, FSCP
237928815	https://exofop.ipac.caltech.edu/tess/target.php?id=237928815	2,4	2458356.925	8.672898	2.83	706	0.07	0.21	0.85	10.2036	7.88														PC	FSCP, OED	PC	FSCP, OED							PC	Low SNR,FSCP
237928815	https://exofop.ipac.caltech.edu/tess/target.php?id=237928815	2,4	2458370.312	45.119968	3.67	842	0.08	0.21	0.85	10.2036	7.69														PC	FSCP	PC	FSCP, OED							PC	Low SNR,FSCP
238004786	https://exofop.ipac.caltech.edu/tess/target.php?id=238004786	6	2458468.352	0.309543	1.15	308	0.03	0.16	0.87	10.5958	8.78														PC	FSCP, lowSNR	PC	FSCP, pVshape, Low SNR, short-P							PC	Low SNR
238059180	https://exofop.ipac.caltech.edu/tess/target.php?id=238059180	2,6,7,8,9,12	2458356.217	5.1121	1.75	1380	0.14	1.18	2.67	10.0139	7.15														pFP	FSCP, Vshape	no PDF	no PDF							noPDF	noPDF
238061845	https://exofop.ipac.caltech.edu/tess/target.php?id=238061845	6,7,8	2458470.061	1.68418	1.52	660	0.07	1.26	4.94	9.6668	7.95														pFP	run-2min, pEB, pSS, pVshape, pOED, FSCP	PC	FSCP, pOcc, run-2min, pSS, pEB, pVshape, short-P							PC	FSCP
238086647	https://exofop.ipac.caltech.edu/tess/target.php?id=238086647	7	2458492.578	1.352479	0.56	330	0.03	0.25	1.48	8.4633	8.70														PC	OED, FSOP	PC	FSCP, Low SNR, short-P, OED							PC	Vshape, Low SNR
238176110	https://exofop.ipac.caltech.edu/tess/target.php?id=238176110	1	2458326.689	2.798594	2.37	16879	1.69	1.01	0.86	11.0443	4.43														PC		PC	pTD, pVshape							CP	Vshape,WASP-91 b,PTD
238197638	https://exofop.ipac.caltech.edu/tess/target.php?id=238197638	12	2458632.405	14.543071	4.64	3223	0.32	0.70	1.36	11.7874	6.23														PC	FSOP	PC	FSCP							PC	Good
238197709	https://exofop.ipac.caltech.edu/tess/target.php?id=238197709	2,3,5,6,9,10,12,13	2458361.223	13.72546	3.15	4440	0.44	1.65	1.86	10.3001	5.88														pFP	pSS, pEB, Vshape, FSOP	PC	FSCP, pSS, Bad FFI. Missing 2-min PDF for all sectors but 12 and 13							PC	Good, some sectors missing 2 min data
238374636	https://exofop.ipac.caltech.edu/tess/target.php?id=238374636	9	2458493.205	1.3238	3.16	3450	0.35	1.86	3.37	9.697	6.16														PC	FSCP, incomplete PDF, run-2min	PC	FSCP, pVshape, short-P							Could not open PDF	Could not open PDF
238597883	https://exofop.ipac.caltech.edu/tess/target.php?id=238597883	7,9	2458493.512	3.57491	2.58	500	0.05	0.42	2.15	9.1355	8.25														pFP	run-2min, pOED, FSCP	PC	FSCP, run-2min, Low SNR							PC	Low SNR, FSCP
238898571	https://exofop.ipac.caltech.edu/tess/target.php?id=238898571	5,6	2458438.459	0.525102	1.46	177	0.02	0.10	0.86	9.954701	9.38														PC	lowSNR, FSOP	PC	FSCP, Low SNR, pVshape, short-P, UC							FP	CO, Low SNR
238932509	https://exofop.ipac.caltech.edu/tess/target.php?id=238932509	11	2458599.392	3.492911	1.78	14406	1.44	1.12	0.90	12.5528	4.60												PC	pVshape, TFOP, UC	PC	FSOP	PC	FSCP, pTD							FP	CO
239154970	https://exofop.ipac.caltech.edu/tess/target.php?id=239154970	20	2458845.99	3.474469	4.36	12127	1.21	1.68	1.67	10.7131	4.79														PC	FSOP	PC	FSCP, pTD, pVshape							FP	CO
240148934	https://exofop.ipac.caltech.edu/tess/target.php?id=240148934	20	2458843.267	2.02365	2.59	1710	0.17	0.53	1.48	10.3135	6.92																No PDF	No PDF							noPDF	noPDF
240450679	https://exofop.ipac.caltech.edu/tess/target.php?id=240450679	15	2458711.45	3.37644	1.44	5791	0.58	0.00	0.00	10.0819	5.59														pFP	FSCP, LCMOD, lowSNR	pFP	FSCP, run-2min, UC, NT							FP	CO
240613164	https://exofop.ipac.caltech.edu/tess/target.php?id=240613164	16	2458712.053	1.99143	4.14	16746	1.67	0.00	0.00	10.1441	4.44														pFP	pSS, OED, Vshape, FSOP	pFP	FSCP, run-2min, pCO, UC, OED, pVshape, pSS							FP	CO
240681314	https://exofop.ipac.caltech.edu/tess/target.php?id=240681314	17	2458765.649	2.732682	2.25	9141	0.91	1.60	1.61	10.6496	5.10														PC	pOcc, FSOP	PC	FSCP, pSS, short-P, pVshape							CP	WASP-93 b 
