TIC ID	ExoFOP-TESS	Sectors	Epoch	Period	Duration	Depth	Depth	Rtranister	Rstar	Tmag	Delta Tmag	Group Disposition	Reason for Group Disposition	Group Comments	Disposition (VK)	Comments (VK)	Disposition (LC)	Comments (LC)	Disposition (HDL)	Comments (HDL)	Disposition (MZDF)	Comments (MZDF)	Disposition (Julien)	Comments (Julien)	Disposition (JY)	Comments (JY)	Disposition (AF)	Comments (AF)	Disposition(MAC)	Comments(MAC)	Disposition(RI)	Comments(RI)	Disposition(FG)	Comments(FG)	Disposition(MH)	Comments(MH)
382302241	https://exofop.ipac.caltech.edu/tess/target.php?id=382302241	1	2458326.049	1.59783	1.49	1714	0.17	0.32	0.79	11.0264	6.92																									
382331352	https://exofop.ipac.caltech.edu/tess/target.php?id=382331352	11,12	2458601.338	11.47606	6.08	3050	0.31	0.00	0.00	10.0067	6.29														FP	FSCP, CO, LCMOD, pSS										
382391899	https://exofop.ipac.caltech.edu/tess/target.php?id=382391899	4	2458411.093	1.95512	1.81	20044	2.00	1.14	0.84	11.0529	4.25														PC											
382437043	https://exofop.ipac.caltech.edu/tess/target.php?id=382437043	1,2,3,4,5,6,7,8,9,10,11,12,13	2458337.761	14.642188	2.00	237	0.02	0.28	1.93	9.3109	9.06														pFP	FSCP, lowSNR, LCMOD, pNT										
382463648	https://exofop.ipac.caltech.edu/tess/target.php?id=382463648	2	2458355.53	12.62733	3.52	9380	0.94	0.83	0.95	13.1066	5.07														PC		PC	run-2min, OED								
382474101	https://exofop.ipac.caltech.edu/tess/target.php?id=382474101	2	2458354.561	2.65221	3.79	10287	1.03	1.25	1.25	10.179	4.97														PC	FSOP	PC	FSCP, pOcc, pVshape, pEB, short-P								
382626661	https://exofop.ipac.caltech.edu/tess/target.php?id=382626661	1,2,3,4,5,6,7,8,9,10,11,12,13	2458333.478	17.617634	3.90	740	0.07	0.18	0.75	9.6768	7.83														PC	FSCP, LCMOD, lowSNR, 	PC	FSCP								
382980571	https://exofop.ipac.caltech.edu/tess/target.php?id=382980571	11	2458600.06	1.74183	1.50	810	0.08	0.25	0.95	10.1598	7.73														pFP	FSCP, UC										
383390264	https://exofop.ipac.caltech.edu/tess/target.php?id=383390264	13	2458660.459	10.184903	2.64	683	0.07	0.28	1.20	8.7581	7.91														PC	CP, FSCP,  lowSNR, LCMOD	PC	FSCP, pSS								
383531859	https://exofop.ipac.caltech.edu/tess/target.php?id=383531859	11	2458601.475	8.53364	3.47	2730	0.27	1.62	2.14	9.5918	6.41														pFP	FSCP, LCMOD, pSS										
384045439	https://exofop.ipac.caltech.edu/tess/target.php?id=384045439	16,17	2458743.871	10.82661	6.88	5890	0.59	1.03	0.68	10.0478	5.57														FP	OED, pSS, FSOP										
384513078	https://exofop.ipac.caltech.edu/tess/target.php?id=384513078	12,13	2458630.719	11.1149	2.26	900	0.09	1.32	4.94	10.0717	7.61														pFP	lowSNR, pNT, FSOP										
384549882	https://exofop.ipac.caltech.edu/tess/target.php?id=384549882	8,9,10	2458518.376	0.30412	0.75	1330	0.13	0.93	2.52	8.802	7.19																									
385105624	https://exofop.ipac.caltech.edu/tess/target.php?id=385105624	18	2458793.375	1.74903	1.85	3390	0.34	0.82	1.53	10.4511	6.17														pFP	FSOP, UC, Vshape, LCMOD										
385624852	https://exofop.ipac.caltech.edu/tess/target.php?id=385624852	9,10	2458547.348	8.30792	3.23	8350	0.84	3.85	3.05	8.0981	5.20														FP	too large, EB										
386259537	https://exofop.ipac.caltech.edu/tess/target.php?id=386259537	7,8	2458521.886	5.61264	6.24	4685	0.47	1.53	2.28	11.3299	5.82														PC	FSCP										
386435344	https://exofop.ipac.caltech.edu/tess/target.php?id=386435344	8	2458520.089	16.597334	2.78	2309	0.23	1.34	1.91	8.77728	6.59														pFP	lowSNR, UC, FSOP										
387079085	https://exofop.ipac.caltech.edu/tess/target.php?id=387079085	11,12	2458601.381	1.1923	3.12	3730	0.37	2.74	2.04	9.0039	6.07														pFP	FSCP, Vshape										
387259626	https://exofop.ipac.caltech.edu/tess/target.php?id=387259626	15,16,17	2458714.392	3.62339	2.59	16261	1.63	1.69	1.35	10.1543	4.47														FP	EB, SS at 0.5, FSOP										
387260717	https://exofop.ipac.caltech.edu/tess/target.php?id=387260717	16,17,18,19	2458743.184	6.45054	3.54	360	0.04	0.17	1.02	9.97595	8.61														FP	FSOP, NT, LCMOD										
387413037	https://exofop.ipac.caltech.edu/tess/target.php?id=387413037	16,17,18,19	2458738.95	6.72694	2.65	1070	0.11	0.46	1.53	10.3197	7.43														FP	FSCP, CO, LCMOD, lowSNR, pNT										
387527558	https://exofop.ipac.caltech.edu/tess/target.php?id=387527558	18	2458794.103	3.623909	2.66	26980	2.70	0.62	0.41	13.0367	3.92														FP	CO, pNT, FSOP										
387664866	https://exofop.ipac.caltech.edu/tess/target.php?id=387664866	15	2458712.518	2.65646	2.48	773	0.08	1.09	3.98	9.08409	7.78														FP	FSCP, UC, EB, SS at 0.6										
387664868	https://exofop.ipac.caltech.edu/tess/target.php?id=387664868	15	2458712.514	2.65688	2.62	1960	0.20	0.00	0.00	10.255	6.77														FP	FSCP, lowSNR, OED, CO										
387690507	https://exofop.ipac.caltech.edu/tess/target.php?id=387690507	6	2458470.2	6.388488	2.51	27556	2.76	0.73	0.49	13.5287	3.90														pFP	FSCP, pOED										
387834907	https://exofop.ipac.caltech.edu/tess/target.php?id=387834907	16,17	2458739.88	12.64001	6.89	9458	0.95	0.00	0.00	8.4239	5.06														pFP	pSS at 0.23										
388076005	https://exofop.ipac.caltech.edu/tess/target.php?id=388076005	16,18	2458740.093	1.71225	2.84	410	0.04	0.25	1.02	9.39435	8.47														FP	FSCP, CO										
388104525	https://exofop.ipac.caltech.edu/tess/target.php?id=388104525	1,2,3,4	2458327.409	2.499814	2.88	15045	1.50	1.32	1.20	11.6035	4.56																									
388106759	https://exofop.ipac.caltech.edu/tess/target.php?id=388106759	1,2,3,4,5,6,7,8,9	2458332.274	28.303907	5.97	341	0.03	0.21	1.25	10.5173	8.67																									
389070884	https://exofop.ipac.caltech.edu/tess/target.php?id=389070884	12	2458627.859	8.584258	2.08	8451	0.85	1.90	1.51	7.9771	5.18														PC	FSCP, pVshape										
389182138	https://exofop.ipac.caltech.edu/tess/target.php?id=389182138	16,17	2458740.107	2.72687	2.47	980	0.10	0.23	0.79	10.4602	7.52														FP	FSCP, UC, OED, lowSNR										
389525208	https://exofop.ipac.caltech.edu/tess/target.php?id=389525208	1	2458329.36	6.74709	2.34	19521	1.95	3.69	2.69	10.0704	4.27														FP	0.38Rs Too large, EB, No PDF										
389753172	https://exofop.ipac.caltech.edu/tess/target.php?id=389753172	2	2458325.899	0.71356	0.97	42498	4.25	1.30	0.64	12.7464	3.43														pFP	pVshape, pOED										
389900760	https://exofop.ipac.caltech.edu/tess/target.php?id=389900760	25	2458987.22	5.798912	0.96	12118	1.21	0.38	0.24	12.8233	4.79														FP	CO, lowSNR, pSS, FSOP										
389924075	https://exofop.ipac.caltech.edu/tess/target.php?id=389924075	1,2,4,5,6,7,8,9,10,11,12	2458402.036	105.585091	11.61	463	0.05	0.22	1.11	10.4016	8.34																									
390651552	https://exofop.ipac.caltech.edu/tess/target.php?id=390651552	23	2458928.225	1.467126	1.01	1600	0.16	0.12	0.33	8.8223	6.99														PC	CP, UC, FSOP										
391821647	https://exofop.ipac.caltech.edu/tess/target.php?id=391821647	1,2,3,4,5,6	2458325.574	1.996071	5.91	353	0.04	0.17	0.98	10.8623	8.63														FP	FSCP, CO, NT, lowSNR										
391904697	https://exofop.ipac.caltech.edu/tess/target.php?id=391904697	1,2,3,4,5,6	2458352.129	47.024273	5.87	1236	0.12	0.23	0.72	11.4994	7.27														PC	FSCP										
391949880	https://exofop.ipac.caltech.edu/tess/target.php?id=391949880	1	2458328.129	4.940663	2.20	399	0.04	0.25	1.31	7.9849	8.50														PC	FSCP										
392476080	https://exofop.ipac.caltech.edu/tess/target.php?id=392476080	25	2458984.389	0.67249	1.80	7890	0.79	1.40	1.70	9.78569	5.26														FP	EB, SS at 0.5										
393414358	https://exofop.ipac.caltech.edu/tess/target.php?id=393414358	6	2458469.697	4.378015	5.42	7120	0.71	1.42	1.88	10.439	5.37														PC											
393831507	https://exofop.ipac.caltech.edu/tess/target.php?id=393831507	22	2458903.063	4.86071	2.72	6210	0.62	1.03	1.40	10.5268	5.52														PC											
393911494	https://exofop.ipac.caltech.edu/tess/target.php?id=393911494	22,23	2458899.862	0.633259	0.86	1191	0.12	0.47	0.98	9.85649	7.31														pFP	FSCP, pOED										
393940766	https://exofop.ipac.caltech.edu/tess/target.php?id=393940766	1	2458327.331	4.8661	3.22	5029	0.50	0.87	1.24	11.7835	5.75														pFP	lowSNR, pSS, FSOP										
393965778	https://exofop.ipac.caltech.edu/tess/target.php?id=393965778	16,23	2458740.678	4.303042	2.32	821	0.08	0.28	1.05	10.6375	7.71														PC	FSCP										
394029948	https://exofop.ipac.caltech.edu/tess/target.php?id=394029948	25	2458687.555	32.76639	6.09	500	0.05	0.29	1.39	9.69902	8.25																									
394050135	https://exofop.ipac.caltech.edu/tess/target.php?id=394050135	24	2458690.291	8.87202	3.64	6650	0.67	1.10	1.48	10.9461	5.44														pFP	pSS at 0.51										
394137592	https://exofop.ipac.caltech.edu/tess/target.php?id=394137592	1	2458332.083	11.535076	8.56	2390	0.24	1.09	2.49	7.1062	6.55														PC	KP, pSS at 0.43										
394509844	https://exofop.ipac.caltech.edu/tess/target.php?id=394509844	11	2458599.314	6.89132	5.37	5940	0.59	1.01	1.41	10.5	5.57														pFP	FSCP, pSS at 0.53										
394561119	https://exofop.ipac.caltech.edu/tess/target.php?id=394561119	11,12,13	2458601.988	4.07833	4.80	6630	0.66	1.30	1.75	10.0068	5.45														PC	FSOP										
394657039	https://exofop.ipac.caltech.edu/tess/target.php?id=394657039	1,2,12,13	2458328.637	3.76285	4.16	10360	1.04	1.60	1.59	10.5132	4.96														pFP	FSCP, pEB, pSS at 0.5 in Sector 1										
394698182	https://exofop.ipac.caltech.edu/tess/target.php?id=394698182	1,12,13	2458325.513	3.7118	2.75	12280	1.23	1.36	1.22	11.9692	4.78														PC	FSCP										
395142888	https://exofop.ipac.caltech.edu/tess/target.php?id=395142888	16,17	2458739.514	1.91678	1.32	520	0.05	1.67	7.39	9.7736	8.21														pFP	FSCP, UC, lowSNR										
395171208	https://exofop.ipac.caltech.edu/tess/target.php?id=395171208	15,16	2458715.117	4.72088	4.37	5810	0.58	1.27	1.80	9.03527	5.59														PC	FSCP										
396356111	https://exofop.ipac.caltech.edu/tess/target.php?id=396356111	24	2458771.677	10.2207	3.85	300	0.03	0.26	1.72	7.3307	8.81														pFP	FSCP, lowSNR, LCMOD, OED, CO										
396368313	https://exofop.ipac.caltech.edu/tess/target.php?id=396368313	11,12	2458599.054	3.08991	1.68	5870	0.59	0.00	0.00	11.2394	5.58														PC 	FSOP										
396562848	https://exofop.ipac.caltech.edu/tess/target.php?id=396562848	18	2458792.605	1.949394	0.69	2697	0.27	0.12	0.26	11.0548	6.42														pFP	CP, CO, OED, Vshape, FSOP										
396720998	https://exofop.ipac.caltech.edu/tess/target.php?id=396720998	3,4,5	2458392.819	32.379585	4.15	59616	5.96	0.35	0.15	13.987	3.06														pFP	pSS at 0.4, FSOP										
396740648	https://exofop.ipac.caltech.edu/tess/target.php?id=396740648	19,20	2458817.267	3.77013	2.85	4361	0.44	0.49	0.82	10.7424	5.90														PC	FSOP										
398733009	https://exofop.ipac.caltech.edu/tess/target.php?id=398733009	4	2458411.562	0.818498	0.94	54404	5.44	0.40	0.18	15.61	3.16														FP	CO, Vshape, FSOP										
398943781	https://exofop.ipac.caltech.edu/tess/target.php?id=398943781	10	2458569.854	3.0524	2.63	21775	2.18	1.15	0.87	10.7875	4.16														PC	CP										
399144800	https://exofop.ipac.caltech.edu/tess/target.php?id=399144800	10,11	2458576.188	27.214104	3.93	4940	0.49	0.74	0.98	10.6392	5.77														pFP	FSCP, Vshape, pSS at 0.4, lowSNR										
399870368	https://exofop.ipac.caltech.edu/tess/target.php?id=399870368	5	2458439.575	2.74436	3.44	10010	1.00	1.78	1.97	9.3371	5.00														PC	FSOP										
399871011	https://exofop.ipac.caltech.edu/tess/target.php?id=399871011	5	2458444.27	12.35611	5.96	8020	0.80	1.20	1.45	11.0412	5.24														PC											
400323948	https://exofop.ipac.caltech.edu/tess/target.php?id=400323948	11	2458571.841	3.22206	3.68	1160	0.12	0.78	2.62	11.0897	7.34														FP	FSCP, CO										
400430915	https://exofop.ipac.caltech.edu/tess/target.php?id=400430915	20	2458685.081	2.18619	3.71	2930	0.29	0.89	1.92	12.6557	6.33														PC	FSCP										
400476523	https://exofop.ipac.caltech.edu/tess/target.php?id=400476523	20	2458700.974	18.10671	4.56	10340	1.03	1.73	1.65	12.2339	4.96														PC	FSCP										
400595342	https://exofop.ipac.caltech.edu/tess/target.php?id=400595342	8,9	2458518.811	3.64222	2.76	510	0.05	0.33	1.61	9.8174	8.23														FP	FSCP, CO, OED, lowSNR										
402026209	https://exofop.ipac.caltech.edu/tess/target.php?id=402026209	2	2458355.185	1.338231	2.16	27437	2.74	1.36	0.92	11.8295	3.90														PC											
402319411	https://exofop.ipac.caltech.edu/tess/target.php?id=402319411	2	2458355.092	3.3262	2.93	27920	2.79	1.41	0.95	12.9238	3.89														pFP	pOED										
402898317	https://exofop.ipac.caltech.edu/tess/target.php?id=402898317	15,16,17,18,19,20,22,23	2458751.609	53.8147	4.83	908	0.09	0.20	0.73	10.6699	7.61														PC	AT										
403136413	https://exofop.ipac.caltech.edu/tess/target.php?id=403136413	1	2458326.378	2.51266	2.41	2790	0.28	1.19	2.30	11.2314	6.39														FP	FSCP, CO, lowSNR										
403136415	https://exofop.ipac.caltech.edu/tess/target.php?id=403136415	1	2458326.378	2.5127	2.41	20000	2.00	1.25	0.92	13.0934	4.25														PC											
403224672	https://exofop.ipac.caltech.edu/tess/target.php?id=403224672	1	2458325.539	1.007908	1.53	220	0.02	0.18	1.19	7.384	9.14														PC											
403256331	https://exofop.ipac.caltech.edu/tess/target.php?id=403256331	17,18	2458765.821	3.77188	2.92	450	0.05	0.90	4.62	9.5425	8.37														FP	FSCP, CO, lowSNR, LCMOD										
403287048	https://exofop.ipac.caltech.edu/tess/target.php?id=403287048	1	2458327.923	7.00776	2.68	3667	0.37	0.73	1.22	11.3569	6.09														FP	UC, OED, lowSNR, FSOP										
403308915	https://exofop.ipac.caltech.edu/tess/target.php?id=403308915	24	2458767.491	3.75436	2.06	660	0.07	0.41	1.75	10.1731	7.95														pFP	UC, lowSNR, FSOP										
403693875	https://exofop.ipac.caltech.edu/tess/target.php?id=403693875	6	2458469.706	3.524465	3.10	21823	2.18	0.81	0.61	13.3675	4.15														pFP	FSCP, UC										
404340025	https://exofop.ipac.caltech.edu/tess/target.php?id=404340025	11	2458597.039	2.675544	3.20	14582	1.46	1.67	1.51	10.7036	4.59														PC	FSCP										
404467699	https://exofop.ipac.caltech.edu/tess/target.php?id=404467699	3	2458387.491	3.90792	3.28	8100	0.81	1.31	1.63	10.2676	5.23														PC											
404505029	https://exofop.ipac.caltech.edu/tess/target.php?id=404505029	23	2458933.336	19.148095	4.43	3147	0.31	1.13	2.05	9.26733	6.26														PC											
405559035	https://exofop.ipac.caltech.edu/tess/target.php?id=405559035	24	2458747.684	11.15031	4.45	630	0.06	0.26	1.19	10.67	8.00														pFP	lowSNR, LCMOD										
405700729	https://exofop.ipac.caltech.edu/tess/target.php?id=405700729	11	2458600.3	4.794426	1.33	2058	0.21	0.30	0.72	10.849	6.72														FP	FSCP, lowSNR, OED, UC, LCMOD										
405794804	https://exofop.ipac.caltech.edu/tess/target.php?id=405794804	16,17,18	2458740.219	1.44127	2.61	2750	0.28	0.82	1.65	9.79455	6.40														FP	CO, pSS, FSOP										
405862830	https://exofop.ipac.caltech.edu/tess/target.php?id=405862830	13	2458658.248	1.62652	3.36	976	0.10	0.23	0.76	10.3579	7.53														pFP	FSCP, LCMOD, UC										
405904232	https://exofop.ipac.caltech.edu/tess/target.php?id=405904232	15	2458688.225	11.0765	4.89	4014	0.40	1.16	1.75	10.1098	5.99														pFP	FSCP, pSS at 0.4, LCMOD										
406672232	https://exofop.ipac.caltech.edu/tess/target.php?id=406672232	14	2458683.55	1.021332	1.06	258	0.03	0.13	0.82	8.5325	8.97														pFP	FSCP, lowSNR, LCMOD, pNT										
406941612	https://exofop.ipac.caltech.edu/tess/target.php?id=406941612	12	2458628.404	4.6791	1.79	2039	0.20	0.20	0.42	10.4904	6.73														pFP	FSCP, UC, pSS										
406976746	https://exofop.ipac.caltech.edu/tess/target.php?id=406976746	12,13	2458629.395	10.065295	2.02	789	0.08	0.20	0.80	9.0689	7.76														pFP	LCMOD, lowSNR, FSOP										
407059875	https://exofop.ipac.caltech.edu/tess/target.php?id=407059875	24	2458768.29	7.1924	2.73	810	0.08	0.20	0.77	10.5782	7.73														FP	FSCP, CO, OED, Vshape										
407126408	https://exofop.ipac.caltech.edu/tess/target.php?id=407126408	12	2458625.219	11.094122	3.31	1132	0.11	0.23	0.75	9.6181	7.37														PC	FSCP, WE, pAT at 1648.1										
407394748	https://exofop.ipac.caltech.edu/tess/target.php?id=407394748	25	2458793.036	1.50455	1.11	1140	0.11	0.60	1.77	9.5287	7.36														FP	FSCP, EB, SS at 0.5										
407966340	https://exofop.ipac.caltech.edu/tess/target.php?id=407966340	5	2458442.619	7.048602	3.29	319	0.03	0.30	1.83	6.4386	8.74														PC	FSOP										
408137826	https://exofop.ipac.caltech.edu/tess/target.php?id=408137826	5	2458440.481	8.51179	3.84	3340	0.33	0.62	1.18	10.9968	6.19														FP	FSCP, WE. CO										
408159788	https://exofop.ipac.caltech.edu/tess/target.php?id=408159788	5	2458439.813	2.30067	2.58	573	0.06	0.18	0.77	10.6152	8.10														FP	CO, lowSNR, pNT, FSOP										
408203470	https://exofop.ipac.caltech.edu/tess/target.php?id=408203470	15	2458711.411	0.581322	1.33	3207	0.32	0.20	0.39	12.9984	6.23														FP	FSCP, UC, OED, pNT										
408310006	https://exofop.ipac.caltech.edu/tess/target.php?id=408310006	8	2458518.965	5.443936	3.62	3035	0.30	0.65	1.27	8.86849	6.29														PC	FSCP										
408618999	https://exofop.ipac.caltech.edu/tess/target.php?id=408618999	25	2458792.791	7.07349	3.65	380	0.04	0.24	1.41	8.3302	8.55														PC	FSOP										
408636441	https://exofop.ipac.caltech.edu/tess/target.php?id=408636441	16,17	2458745.467	37.696127	3.54	2681	0.27	0.29	0.63	9.92838	6.43																									
409183335	https://exofop.ipac.caltech.edu/tess/target.php?id=409183335	18,19	2458818.228	3.32125	4.30	5760	0.58	2.28	1.76	9.7229	5.60														FP	CO, pVshape, pOED, pSS, FSOP										
409459226	https://exofop.ipac.caltech.edu/tess/target.php?id=409459226	7	2458491.828	1.27997	2.43	790	0.08	25.48	102.03	10.5816	7.76																									
409520860	https://exofop.ipac.caltech.edu/tess/target.php?id=409520860	17	2458765.114	0.71933	1.47	479	0.05	0.31	1.44	10.3973	8.30														FP	FSCP, CO, lowSNR, OED, NT										
409794137	https://exofop.ipac.caltech.edu/tess/target.php?id=409794137	19	2458495.916	10.18708	3.56	6030	0.60	0.76	1.04	10.2042	5.55																									
409934330	https://exofop.ipac.caltech.edu/tess/target.php?id=409934330	13	2458655.351	2.488964	3.01	3454	0.35	0.58	1.00	8.1129	6.15														pFP	pSS										
410094645	https://exofop.ipac.caltech.edu/tess/target.php?id=410094645	8	2458517.978	3.329788	3.25	22427	2.24	2.61	1.81	12.4167	4.12														pFP	pSS at 0.4										
410153553	https://exofop.ipac.caltech.edu/tess/target.php?id=410153553	1	2458325.726	0.46291	0.52	4682	0.47	0.11	0.18	11.9238	5.82														PC	CP,  FSOP										
410214986	https://exofop.ipac.caltech.edu/tess/target.php?id=410214986	1	2458332.31	8.1375	3.25	3576	0.36	0.69	1.19	7.8541	6.12														PC	CP, FSCP, LCMOD, lowSNR, 										
410245915	https://exofop.ipac.caltech.edu/tess/target.php?id=410245915	8	2458518.762	0.98877	1.65	745	0.07	0.22	0.84	10.2658	7.82														FP	FSCP, CO, OED										
410450228	https://exofop.ipac.caltech.edu/tess/target.php?id=410450228	9	2458546.477	15.778431	3.36	6974	0.70	1.17	1.23	10.6845	5.39														PC	Vshape, FSOP										
410528770	https://exofop.ipac.caltech.edu/tess/target.php?id=410528770	16,17	2458740.816	2.75347	3.46	2880	0.29	2.02	2.41	10.4824	6.35														FP	FSCP, Vshape, CO										
411608801	https://exofop.ipac.caltech.edu/tess/target.php?id=411608801	17	2458765.604	5.02647	2.76	7280	0.73	1.18	1.48	10.3002	5.34														PC	CP										
412014494	https://exofop.ipac.caltech.edu/tess/target.php?id=412014494	13	2458663.002	11.46597	1.70	7250	0.73	1.75	2.13	9.3871	5.35														pFP	Vshape										
